"A" "B"
138.039185811 51.6703928049
2.16898237529 116.785909857
3.03840190435 14.7420116741
0.00532933620912 1.12110273048
0.0162182982517 157.888622949
117.577176372 1.59651085516
0.433801911905 140.094150698
6.33765345862 590.471186144
1.0818914836 89.6459767075
0.0550379644386 83.9550505211
1.41439280365 57.0918044098
0.708467884455 49.9943599564
16.1880407444 33.6744378561
0.403811911321 8.36001134053
363.107154501 94.1652696564
12.0356338986 1.22465893551
5.0704580626 1.57539099726
0.642009942346 60.8423753691
16.466889755 84.9428728983
92.2118823495 4.522469978
2.6242186154 4.54400349276
0.0518747361898 67.1356268539
15.431501713 6.4261374783
0.55876185935 56.8742069097
1.64281089026 23.9983414218
180.238452095 40.5973128394
290.9935443 84.4048689239
0.735989212153 4.68526740342
0.231419162613 2.28218730843
0.728167646492 4.88906260729
1.15777319609 51.7383665733
2.58265457295 22.7459787491
33.498697117 4.25659582025
10.9387133378 0.7616850877
0.0412677200651 18.0828004545
0.51063754696 62.1567590126
0.786514556128 22.8909141007
11.682701892 5.38590671257
0.00841573862204 136.624024275
0.154762881366 57.3423278229
20.8556316793 2.79756784475
10.0991561671 17.3910213986
1.69442252194 10.2721377166
0.0694202017685 11.1758216862
12.008214516 5.09298019261
3.29116887939 8.62302949762
1.71668181283 26.6156318164
0.0956054552347 25.843798902
3.86197101939 12.7996893489
0.0938276625182 126.392031048
