"A" "B"
15.1999581739 3.33845195932
1.25533002436 1.13002806296
1.23350431101 3.03490143848
0.0300916329709 7.53467819204
0.257712620711 27.6532615458
0.0164934717661 76.3872107156
0.762130467286 17.8235506987
6.8679614555 4.8898428479
0.527394466915 0.658465507766
1.31717731073 10.5914387294
3.04371710407 25.6536388154
0.682699872251 33.2905529324
8.94928883616 26.8627936135
9.87629993794 69.0926002183
5.14016933861 6.61720522187
0.091229736765 20.2798586895
0.173038015573 1.27281002854
54.4237019544 8.41544637775
5.88919998038 59.3974812995
281.283728969 1.96075886855
0.225512754465 0.844748920843
0.541070693287 41.990778494
13.1210244349 0.757122158516
51.4225446576 398.426925636
1.40724000726 14.9979300763
0.235408842495 3.17762392485
0.231968655539 13.2555382728
182.701896624 19.3561908537
0.015651125075 0.759722483393
0.313472114028 17.5976959344
0.010310958223 5.1853439547
12.5363665186 5.99177173197
0.0407253125052 62.7989352327
0.535397061829 7.40469379809
76.9801635243 16.3662396233
82.6118962477 38.0347553779
0.197685999677 4.88995451045
0.0287143214572 4.0007594301
0.792356015261 54.1876570211
0.0722259896285 332.011196247
0.637299749797 22.1840571597
56.3715996753 12.6177506245
2.50560639757 3.61614370889
2.559015165 3.03719813502
0.147628334252 99.9166159891
100.958079386 93.9647801983
43.6058140818 318.106960064
1.94187923416 11.5505866599
1.36464477378 165.619465884
0.44395412541 2.2505248525
